Date,Open,High,Low,Close,Volume,Adj Close
2015-03-23,53.299999,53.299999,53.299999,53.299999,000,52.603963
2015-03-20,53.400002,53.400002,53.400002,53.400002,000,52.702659
2015-03-19,52.93,52.93,52.93,52.93,000,52.238796
2015-03-18,53.139999,53.139999,53.139999,53.139999,000,52.446053
2015-03-17,52.52,52.52,52.52,52.52,000,51.83415
2015-03-16,52.639999,52.639999,52.639999,52.639999,000,51.952582
2015-03-13,51.98,51.98,51.98,51.98,000,51.301201
2015-03-12,52.279999,52.279999,52.279999,52.279999,000,51.597283
2015-03-11,51.610001,51.610001,51.610001,51.610001,000,50.936034
2015-03-10,51.630001,51.630001,51.630001,51.630001,000,50.955773
2015-03-09,52.470001,52.470001,52.470001,52.470001,000,51.784804
2015-03-06,52.27,52.27,52.27,52.27,000,51.587415
2015-03-05,53.00,53.00,53.00,53.00,000,52.307881
2015-03-04,52.919998,52.919998,52.919998,52.919998,000,52.228924
2015-03-03,53.139999,53.139999,53.139999,53.139999,000,52.446053
2015-03-02,53.369999,53.369999,53.369999,53.369999,000,52.673049
2015-02-27,53.040001,53.040001,53.040001,53.040001,000,52.34736
2015-02-26,53.209999,53.209999,53.209999,53.209999,000,52.515138
2015-02-25,53.27,53.27,53.27,53.27,000,52.574356
2015-02-24,53.279999,53.279999,53.279999,53.279999,000,52.584224
2015-02-23,53.150002,53.150002,53.150002,53.150002,000,52.455924
2015-02-20,53.169998,53.169998,53.169998,53.169998,000,52.47566
2015-02-19,52.849998,52.849998,52.849998,52.849998,000,52.159839
2015-02-18,52.889999,52.889999,52.889999,52.889999,000,52.199317
2015-02-17,52.860001,52.860001,52.860001,52.860001,000,52.16971
2015-02-13,52.779999,52.779999,52.779999,52.779999,000,52.090753
2015-02-12,52.540001,52.540001,52.540001,52.540001,000,51.853889
2015-02-11,52.02,52.02,52.02,52.02,000,51.34068
2015-02-10,52.00,52.00,52.00,52.00,000,51.32094
2015-02-09,51.48,51.48,51.48,51.48,000,50.80773
2015-02-06,51.720001,51.720001,51.720001,51.720001,000,51.044598
2015-02-05,51.880001,51.880001,51.880001,51.880001,000,51.202508
2015-02-04,51.310001,51.310001,51.310001,51.310001,000,50.639952
2015-02-03,51.509998,51.509998,51.509998,51.509998,000,50.837337
2015-02-02,50.75,50.75,50.75,50.75,000,50.087264
2015-01-30,50.150002,50.150002,50.150002,50.150002,000,49.495101
2015-01-29,50.830002,50.830002,50.830002,50.830002,000,50.166221
2015-01-28,50.349998,50.349998,50.349998,50.349998,000,49.692486
2015-01-27,51.049999,51.049999,51.049999,51.049999,000,50.383345
2015-01-26,51.66,51.66,51.66,51.66,000,50.98538
2015-01-23,51.439999,51.439999,51.439999,51.439999,000,50.768252
2015-01-22,51.689999,51.689999,51.689999,51.689999,000,51.014987
2015-01-21,50.889999,50.889999,50.889999,50.889999,000,50.225435
2015-01-20,50.66,50.66,50.66,50.66,000,49.998439
2015-01-16,50.619999,50.619999,50.619999,50.619999,000,49.95896
2015-01-15,49.939999,49.939999,49.939999,49.939999,000,49.28784
2015-01-14,50.450001,50.450001,50.450001,50.450001,000,49.791182
2015-01-13,50.73,50.73,50.73,50.73,000,50.067525
2015-01-12,50.830002,50.830002,50.830002,50.830002,000,50.166221
2015-01-09,51.220001,51.220001,51.220001,51.220001,000,50.551127
2015-01-08,51.639999,51.639999,51.639999,51.639999,000,50.965641
2015-01-07,50.75,50.75,50.75,50.75,000,50.087264
2015-01-06,50.150002,50.150002,50.150002,50.150002,000,49.495101
2015-01-05,50.639999,50.639999,50.639999,50.639999,000,49.9787
2015-01-02,51.549999,51.549999,51.549999,51.549999,000,50.876816
2014-12-31,51.580002,51.580002,51.580002,51.580002,000,50.906427
2014-12-30,52.09,52.09,52.09,52.09,000,51.409765
2014-12-29,52.330002,52.330002,52.330002,52.330002,000,51.646633
2014-12-26,52.259998,52.259998,52.259998,52.259998,000,51.577543
2014-12-24,52.060001,52.060001,52.060001,52.060001,000,51.380158
2014-12-23,52.040001,52.040001,52.040001,52.040001,000,51.360419
2014-12-22,51.950001,51.950001,51.950001,51.950001,000,51.271594
2014-12-19,51.75,51.75,51.75,51.75,000,50.819573
2014-12-18,51.77,51.77,51.77,51.77,000,50.839214
2014-12-17,50.610001,50.610001,50.610001,50.610001,000,49.70007
2014-12-16,49.540001,49.540001,49.540001,49.540001,000,48.649308
2014-12-15,49.919998,49.919998,49.919998,49.919998,000,49.022473
2014-12-12,50.27,50.27,50.27,50.27,000,49.366183
2014-12-11,51.060001,51.060001,51.060001,51.060001,000,50.14198
2014-12-10,50.82,50.82,50.82,50.82,000,49.906293
2014-12-09,51.700001,51.700001,51.700001,51.700001,000,50.770473
2014-12-08,51.630001,51.630001,51.630001,51.630001,000,50.701732
2014-12-05,52.029999,52.029999,52.029999,52.029999,000,51.094538
2014-12-04,51.919998,51.919998,51.919998,51.919998,000,50.986515
2014-12-03,51.990002,51.990002,51.990002,51.990002,000,51.05526
2014-12-02,51.740002,51.740002,51.740002,51.740002,000,50.809755
2014-12-01,51.41,51.41,51.41,51.41,000,50.485686
2014-11-28,51.84,51.84,51.84,51.84,000,50.907955
2014-11-26,52.040001,52.040001,52.040001,52.040001,000,51.10436
2014-11-25,51.889999,51.889999,51.889999,51.889999,000,50.957055
2014-11-24,51.93,51.93,51.93,51.93,000,50.996337
2014-11-21,51.73,51.73,51.73,51.73,000,50.799932
2014-11-20,51.470001,51.470001,51.470001,51.470001,000,50.544608
2014-11-19,51.310001,51.310001,51.310001,51.310001,000,50.387485
2014-11-18,51.43,51.43,51.43,51.43,000,50.505327
2014-11-17,51.150002,51.150002,51.150002,51.150002,000,50.230362
2014-11-14,51.16,51.16,51.16,51.16,000,50.240181
2014-11-13,51.150002,51.150002,51.150002,51.150002,000,50.230362
2014-11-12,51.169998,51.169998,51.169998,51.169998,000,50.249999
2014-11-11,51.16,51.16,51.16,51.16,000,50.240181
2014-11-10,51.119999,51.119999,51.119999,51.119999,000,50.200899
2014-11-07,50.959999,50.959999,50.959999,50.959999,000,50.043776
2014-11-06,50.93,50.93,50.93,50.93,000,50.014316
2014-11-05,50.700001,50.700001,50.700001,50.700001,000,49.788452
2014-11-04,50.439999,50.439999,50.439999,50.439999,000,49.533125
2014-11-03,50.619999,50.619999,50.619999,50.619999,000,49.709889
2014-10-31,50.619999,50.619999,50.619999,50.619999,000,49.709889
2014-10-30,50.009998,50.009998,50.009998,50.009998,000,49.110855
2014-10-29,49.700001,49.700001,49.700001,49.700001,000,48.806431
2014-10-28,49.790001,49.790001,49.790001,49.790001,000,48.894813
2014-10-27,49.130001,49.130001,49.130001,49.130001,000,48.24668
2014-10-24,49.209999,49.209999,49.209999,49.209999,000,48.32524
2014-10-23,48.889999,48.889999,48.889999,48.889999,000,48.010993
2014-10-22,48.27,48.27,48.27,48.27,000,47.402141
2014-10-21,48.669998,48.669998,48.669998,48.669998,000,47.794947
2014-10-20,47.720001,47.720001,47.720001,47.720001,000,46.862031
2014-10-17,47.27,47.27,47.27,47.27,000,46.420121
2014-10-16,46.740002,46.740002,46.740002,46.740002,000,45.899651
2014-10-15,46.630001,46.630001,46.630001,46.630001,000,45.791628
2014-10-14,46.889999,46.889999,46.889999,46.889999,000,46.046952
2014-10-13,46.75,46.75,46.75,46.75,000,45.909469
2014-10-10,47.509998,47.509998,47.509998,47.509998,000,46.655804
2014-10-09,48.110001,48.110001,48.110001,48.110001,000,47.245018
2014-10-08,49.150002,49.150002,49.150002,49.150002,000,48.266321
2014-10-07,48.32,48.32,48.32,48.32,000,47.451242
2014-10-06,49.07,49.07,49.07,49.07,000,48.187757
2014-10-03,49.189999,49.189999,49.189999,49.189999,000,48.305599
2014-10-02,48.66,48.66,48.66,48.66,000,47.785129
2014-10-01,48.610001,48.610001,48.610001,48.610001,000,47.736029
2014-09-30,49.27,49.27,49.27,49.27,000,48.384162
2014-09-29,49.48,49.48,49.48,49.48,000,48.590386
2014-09-26,49.599998,49.599998,49.599998,49.599998,000,48.708227
2014-09-25,49.169998,49.169998,49.169998,49.169998,000,48.285958
2014-09-24,49.959999,49.959999,49.959999,49.959999,000,49.061755
2014-09-23,49.580002,49.580002,49.580002,49.580002,000,48.68859
2014-09-22,50.099998,50.099998,50.099998,50.099998,000,48.992031
2014-09-19,50.580002,50.580002,50.580002,50.580002,000,49.461419
2014-09-18,50.66,50.66,50.66,50.66,000,49.539648
2014-09-17,50.43,50.43,50.43,50.43,000,49.314735
2014-09-16,50.360001,50.360001,50.360001,50.360001,000,49.246284
2014-09-15,50.00,50.00,50.00,50.00,000,48.894244
2014-09-12,50.130001,50.130001,50.130001,50.130001,000,49.021371
2014-09-11,50.459999,50.459999,50.459999,50.459999,000,49.344071
2014-09-10,50.369999,50.369999,50.369999,50.369999,000,49.256061
2014-09-09,50.18,50.18,50.18,50.18,000,49.070264
2014-09-08,50.540001,50.540001,50.540001,50.540001,000,49.422303
2014-09-05,50.650002,50.650002,50.650002,50.650002,000,49.529871
2014-09-04,50.41,50.41,50.41,50.41,000,49.295177
2014-09-03,50.509998,50.509998,50.509998,50.509998,000,49.392964
2014-09-02,50.580002,50.580002,50.580002,50.580002,000,49.461419
2014-08-29,50.560001,50.560001,50.560001,50.560001,000,49.441861
2014-08-28,50.360001,50.360001,50.360001,50.360001,000,49.246284
2014-08-27,50.450001,50.450001,50.450001,50.450001,000,49.334293
2014-08-26,50.450001,50.450001,50.450001,50.450001,000,49.334293
2014-08-25,50.360001,50.360001,50.360001,50.360001,000,49.246284
2014-08-22,50.130001,50.130001,50.130001,50.130001,000,49.021371
2014-08-21,50.200001,50.200001,50.200001,50.200001,000,49.089822
2014-08-20,50.060001,50.060001,50.060001,50.060001,000,48.952919
2014-08-19,49.959999,49.959999,49.959999,49.959999,000,48.855128
2014-08-18,49.709999,49.709999,49.709999,49.709999,000,48.610657
2014-08-15,49.259998,49.259998,49.259998,49.259998,000,48.170608
2014-08-14,49.25,49.25,49.25,49.25,000,48.160831
2014-08-13,49.049999,49.049999,49.049999,49.049999,000,47.965253
2014-08-12,48.689999,48.689999,48.689999,48.689999,000,47.613214
2014-08-11,48.810001,48.810001,48.810001,48.810001,000,47.730563
2014-08-08,48.619999,48.619999,48.619999,48.619999,000,47.544762
2014-08-07,48.09,48.09,48.09,48.09,000,47.026484
2014-08-06,48.330002,48.330002,48.330002,48.330002,000,47.261178
2014-08-05,48.32,48.32,48.32,48.32,000,47.251398
2014-08-04,48.740002,48.740002,48.740002,48.740002,000,47.662111
2014-08-01,48.389999,48.389999,48.389999,48.389999,000,47.319849
2014-07-31,48.529999,48.529999,48.529999,48.529999,000,47.456752
2014-07-30,49.529999,49.529999,49.529999,49.529999,000,48.434637
2014-07-29,49.490002,49.490002,49.490002,49.490002,000,48.395525
2014-07-28,49.68,49.68,49.68,49.68,000,48.581322
2014-07-25,49.689999,49.689999,49.689999,49.689999,000,48.591099
2014-07-24,49.959999,49.959999,49.959999,49.959999,000,48.855128
2014-07-23,49.939999,49.939999,49.939999,49.939999,000,48.83557
2014-07-22,49.84,49.84,49.84,49.84,000,48.737783
2014-07-21,49.580002,49.580002,49.580002,49.580002,000,48.483535
2014-07-18,49.700001,49.700001,49.700001,49.700001,000,48.60088
2014-07-17,49.16,49.16,49.16,49.16,000,48.072821
2014-07-16,49.759998,49.759998,49.759998,49.759998,000,48.65955
2014-07-15,49.59,49.59,49.59,49.59,000,48.493312
2014-07-14,49.740002,49.740002,49.740002,49.740002,000,48.639996
2014-07-11,49.50,49.50,49.50,49.50,000,48.405302
2014-07-10,49.450001,49.450001,49.450001,49.450001,000,48.356408
2014-07-09,49.669998,49.669998,49.669998,49.669998,000,48.571541
2014-07-08,49.459999,49.459999,49.459999,49.459999,000,48.366186
2014-07-07,49.830002,49.830002,49.830002,49.830002,000,48.728006
2014-07-03,50.119999,50.119999,50.119999,50.119999,000,49.01159
2014-07-02,49.849998,49.849998,49.849998,49.849998,000,48.74756
2014-07-01,49.869999,49.869999,49.869999,49.869999,000,48.767118
2014-06-30,49.509998,49.509998,49.509998,49.509998,000,48.415079
2014-06-27,49.48,49.48,49.48,49.48,000,48.385744
2014-06-26,49.360001,49.360001,49.360001,49.360001,000,48.268399
2014-06-25,49.400002,49.400002,49.400002,49.400002,000,48.307515
2014-06-24,49.139999,49.139999,49.139999,49.139999,000,48.053263
2014-06-23,49.490002,49.490002,49.490002,49.490002,000,48.395525
2014-06-20,49.689999,49.689999,49.689999,49.689999,000,48.405299
2014-06-19,49.59,49.59,49.59,49.59,000,48.307886
2014-06-18,49.52,49.52,49.52,49.52,000,48.239696
2014-06-17,49.16,49.16,49.16,49.16,000,47.889003
2014-06-16,49.00,49.00,49.00,49.00,000,47.73314
2014-06-13,48.950001,48.950001,48.950001,48.950001,000,47.684433
2014-06-12,48.799999,48.799999,48.799999,48.799999,000,47.53831
2014-06-11,49.130001,49.130001,49.130001,49.130001,000,47.85978
2014-06-10,49.290001,49.290001,49.290001,49.290001,000,48.015643
2014-06-09,49.32,49.32,49.32,49.32,000,48.044866
2014-06-06,49.240002,49.240002,49.240002,49.240002,000,47.966936
2014-06-05,48.990002,48.990002,48.990002,48.990002,000,47.7234
2014-06-04,48.610001,48.610001,48.610001,48.610001,000,47.353224
2014-06-03,48.48,48.48,48.48,48.48,000,47.226584
2014-06-02,48.50,48.50,48.50,48.50,000,47.246067
2014-05-30,48.470001,48.470001,48.470001,48.470001,000,47.216844
2014-05-29,48.43,48.43,48.43,48.43,000,47.177877
2014-05-28,48.169998,48.169998,48.169998,48.169998,000,46.924597
2014-05-27,48.23,48.23,48.23,48.23,000,46.983047
2014-05-23,47.91,47.91,47.91,47.91,000,46.671321
2014-05-22,47.669998,47.669998,47.669998,47.669998,000,46.437524
2014-05-21,47.509998,47.509998,47.509998,47.509998,000,46.281661
2014-05-20,47.139999,47.139999,47.139999,47.139999,000,45.921228
2014-05-19,47.50,47.50,47.50,47.50,000,46.271921
2014-05-16,47.27,47.27,47.27,47.27,000,46.047868
2014-05-15,47.09,47.09,47.09,47.09,000,45.872522
2014-05-14,47.509998,47.509998,47.509998,47.509998,000,46.281661
2014-05-13,47.77,47.77,47.77,47.77,000,46.534941
2014-05-12,47.799999,47.799999,47.799999,47.799999,000,46.564164
2014-05-09,47.27,47.27,47.27,47.27,000,46.047868
2014-05-08,47.16,47.16,47.16,47.16,000,45.940712
2014-05-07,47.279999,47.279999,47.279999,47.279999,000,46.057608
2014-05-06,47.040001,47.040001,47.040001,47.040001,000,45.823815
2014-05-05,47.50,47.50,47.50,47.50,000,46.271921
2014-05-02,47.43,47.43,47.43,47.43,000,46.203731
2014-05-01,47.459999,47.459999,47.459999,47.459999,000,46.232955
2014-04-30,47.439999,47.439999,47.439999,47.439999,000,46.213471
2014-04-29,47.27,47.27,47.27,47.27,000,46.047868
2014-04-28,47.029999,47.029999,47.029999,47.029999,000,45.814072
2014-04-25,46.959999,46.959999,46.959999,46.959999,000,45.745882
2014-04-24,47.419998,47.419998,47.419998,47.419998,000,46.193988
2014-04-23,47.380001,47.380001,47.380001,47.380001,000,46.155025
2014-04-22,47.509998,47.509998,47.509998,47.509998,000,46.281661
2014-04-21,47.25,47.25,47.25,47.25,000,46.028385
2014-04-17,47.07,47.07,47.07,47.07,000,45.853038
2014-04-16,46.98,46.98,46.98,46.98,000,45.765365
2014-04-15,46.470001,46.470001,46.470001,46.470001,000,45.268552
2014-04-14,46.18,46.18,46.18,46.18,000,44.986049
2014-04-11,45.84,45.84,45.84,45.84,000,44.65484
2014-04-10,46.32,46.32,46.32,46.32,000,45.122429
2014-04-09,47.349998,47.349998,47.349998,47.349998,000,46.125798
2014-04-08,46.810001,46.810001,46.810001,46.810001,000,45.599762
2014-04-07,46.59,46.59,46.59,46.59,000,45.385449
2014-04-04,47.150002,47.150002,47.150002,47.150002,000,45.930972
2014-04-03,47.82,47.82,47.82,47.82,000,46.583648
2014-04-02,47.939999,47.939999,47.939999,47.939999,000,46.700544
2014-04-01,47.799999,47.799999,47.799999,47.799999,000,46.564164
2014-03-31,47.41,47.41,47.41,47.41,000,46.184248
2014-03-28,46.959999,46.959999,46.959999,46.959999,000,45.745882
2014-03-27,46.759998,46.759998,46.759998,46.759998,000,45.551052
2014-03-26,46.84,46.84,46.84,46.84,000,45.628985
2014-03-25,47.25,47.25,47.25,47.25,000,46.028385
2014-03-24,47.080002,47.080002,47.080002,47.080002,000,45.862782
2014-03-21,47.57,47.57,47.57,47.57,000,46.153077
2014-03-20,47.720001,47.720001,47.720001,47.720001,000,46.298611
2014-03-19,47.470001,47.470001,47.470001,47.470001,000,46.056057
2014-03-18,47.77,47.77,47.77,47.77,000,46.347121
2014-03-17,47.389999,47.389999,47.389999,47.389999,000,45.978438
2014-03-14,46.959999,46.959999,46.959999,46.959999,000,45.561246
2014-03-13,47.040001,47.040001,47.040001,47.040001,000,45.638865
2014-03-12,47.599998,47.599998,47.599998,47.599998,000,46.182183
2014-03-11,47.549999,47.549999,47.549999,47.549999,000,46.133673
2014-03-10,47.82,47.82,47.82,47.82,000,46.395631
